Sorszám,Adószám,,,Név,Székhely,Felajánlott összeg (Ft),Felajánlók száma (fő),Havi bruttó átlagbér (Ft)
154,18603505,1,7,A Felszín Alatti Vizekért Alapítvány,8000 SZÉKESFEHÉRVÁR BALATONI ÚT 6.,"158,038",13,"675,376"
155,19384005,1,19,A FÉNY Egyesület,8220 BALATONALMÁDI ENDRE UTCA 13.,"37,444",3,"693,407"
156,18154922,1,42,?A Fény Háza? Alapítvány,1077 BUDAPEST IZABELLA UTCA 11. 3.EM.em. 21.ajtó,"373,129",28,"740,335"
157,18494967,1,7,A fény túlsó oldalán... - Látássérültek Regionális Közhasznú Egyesülete,8000 SZÉKESFEHÉRVÁR JANCSÁR UTCA 11.,"605,065",61,"551,061"
158,18797253,1,15,A Fényeslitkei Református Egyházért Alapítvány,4621 FÉNYESLITKE PETŐFI UTCA 36.,"1,555,897",118,"732,532"
159,18974902,1,8,A Fertőszentmiklósi Általános Iskola tehetséges tanulóit segítő Alapítvány,9444 FERTŐSZENTMIKLÓS SZENT ISTVÁN UTCA 19.,"109,664",8,"761,556"
160,18933936,1,19,A Fertőző betegek színvonalas ellátásáért Alapítvány,8400 AJKA KORÁNYI F. U. 1,"502,971",34,"821,848"
161,18975123,1,2,A Fertőző Betegségek Megelőzéséért és Hatékony Kezeléséért Alapítvány,7633 PÉCS GOSZTONYI GYULA UTCA 22/C. 4.em. 14.ajtó,"186,825",13,"798,397"
162,18227798,2,43,A FIB MAGYAR TAGOZATA,1111 BUDAPEST MŰEGYETEM RAKPART 3,"38,782",2,"1,077,278"
163,18405565,1,5,A FOGYATEKOS GYERMEKEINKERT ALAPITVANY,3950 SÁROSPATAK NAGY LAJOS UTCA 10.,"2,256,615",224,"559,676"
164,18455852,1,6,A FORRÁSKUTI ÁLTALÁNOS ISKOLÁS GYERMEKEKÉRT ALAPITVÁNY,6793 FORRÁSKÚT JÓKAI UTCA 32.,"590,463",60,"546,725"
165,18558728,1,9,A Földesi Óvodásokért Alapítvány,4177 FÖLDES RÁKÓCZI UTCA 11.,"394,632",55,"398,618"
166,18200267,1,42,A FÖLDGÖMB AZ EXPEDÍCIÓS KUTATÁSÉRT ALAPÍTVÁNY,1142 BUDAPEST ERZSÉBET KIRÁLYNÉ ÚTJA 125,"335,992",21,"888,868"
167,18799413,1,15,A Földhivatali Szakszervezeti Tagokért és Földhivatali Dolgozókért Alapítvány,4400 NYÍREGYHÁZA BÁTHORI UTCA 13.,"68,887",7,"546,722"
168,18308231,1,2,A FRANCIA NYELVŰ DIÁKSZÍNJÁTSZÁSÉRT ALAPÍTVÁNY,7621 PÉCS SZENT ISTVÁN TÉR 10.,"154,962",8,"1,076,125"
169,18487349,1,7,A FUL-ORR-GEGESZETI GYOGYITASERT ALAPITVANY,8000 SZÉKESFEHÉRVÁR SEREGÉLYESI U. 3,"539,939",26,"1,153,716"
170,18187197,2,42,A FÜVÉSZKERTÉRT ALAPÍTVÁNY,1083 BUDAPEST ILLÉS UTCA 25.,"1,069,863",78,"762,011"
171,18583672,1,10,A FÜZESABONYI TELEKI BLANKA ÁLT. ISKOLÁÉRT ÉS TANULÓIÉRT KÖZHASZNÚ ALAPÍTVÁNY,3390 FÜZESABONY SZABADSÁG U. 33,"476,826",48,"551,882"
172,18379761,1,4,A FÜZESGYARMATI KOSSUTH LAJOS ÁLTALÁNOS ISKOLA GYERMEKEIÉRT ALAPITVÁNY,5525 FÜZESGYARMAT SZÉCHENYI UTCA 2.,"398,793",36,"615,421"
173,18688485,1,13,A GALGAHÉVIZI ISKOLÁÉRT ALAPÍTVÁNY,2193 GALGAHÉVÍZ FŐ ÚT 110.,"382,908",42,"506,492"
174,18496787,1,7,A GÁRDONYI ÓVODÁÉRT ALAPÍTVÁNY,2483 GÁRDONY POSTA U 20,"1,020,059",84,"674,642"
175,18367935,1,3,A GÁTÉRI KISMAKKOS NÉPTÁNC EGYESÜLET,6111 GÁTÉR PETŐFI SÁNDOR U. 25,"3,972",2,"110,333"
176,18365081,2,3,A GEMENCI ERDŐÉRT KÖZHASZNÚ ALAPÍTVÁNY,6500 BAJA ROOSEVELT TÉR 1. 1.em. 1.ajtó,"450,393",26,"962,378"
177,18386918,1,4,A GERLAI ISKOLÁÉRT ALAPÍTVÁNY,5623 BÉKÉSCSABA-GERLA CSABAI U. 1,"196,685",25,"437,078"
178,18619672,1,42,A Gondolkodás Öröme Alapítvány,1148 BUDAPEST BÁTORKESZI UTCA 41.,"5,465,127",296,"1,025,737"
179,19062138,1,4,A gondozott gyermekekért Alapítvány,5600 BÉKÉSCSABA DEGRÉ UTCA 59.,"692,533",73,"527,042"
180,18172564,1,42,A Görög Kultúráért Alapítvány,1142 BUDAPEST DOROZSMAI U. 45,"93,665",9,"578,179"
181,18046492,1,41,A GULAGOKBAN ELPUSZTULTAK EMLÉKÉNEK MEGÖRÖKITÉSÉRE ALAPITVÁNY,1054 BUDAPEST ALKOTMÁNY UTCA 4. V.em. 19.a.,"146,915",8,"1,020,243"
182,18261327,1,43,A Gyakorlati Diplomácia Társasága,1093 BUDAPEST FŐVÁM TÉR 8.,"435,157",32,"755,481"
183,18546844,1,9,A Gyakorló Óvoda Gyermekeiért Egyesület,4220 HAJDÚBÖSZÖRMÉNY DÉSÁNY I. UTCA 7-9.,"776,185",82,"525,871"
184,19127505,1,9,A Gyengénlátó Gyermekekért Alapítvány,4032 DEBRECEN LÓVERSENY UTCA 3.,"1,710,638",140,"678,825"
185,19042886,1,3,A Gyermek a Jövő Záloga Alapítvány,6500 BAJA OLTVÁNYI I. UTCA 14.,"165,838",25,"368,529"
186,18860902,1,17,"A GYERMEK EMBER ALAPITVÁNY A JÁTSZVA, TEVÉKENY ÓVODAI NEVELÉSÉRT MÉLTÓ KÖRNY-BEN",7100 SZEKSZÁRD WESSELÉNYI UTCA 19.,"433,704",50,"481,893"
187,18075670,1,41,A Gyermek Évszázada Alapítvány,1026 BUDAPEST VIRÁG ÁROK 8.,"1,060,783",52,"1,133,315"
188,18606065,1,11,A gyermek mindannyiunké Bölcsődei Alapítvány Esztergom,2500 ESZTERGOM BUDAI NAGY ANTAL UTCA 18.,"343,347",36,"529,856"
189,18061907,1,43,A GYERMEKEK EGÉSZSÉGES FEJLŐDÉSÉÉRT ALAPÍTVÁNY,1092 BUDAPEST ERKEL UTCA 10.,"513,180",56,"509,107"
190,19124832,1,9,A Gyermekek Egészséges Fejlődéséért Alapítvány,4110 BIHARKERESZTES HŐSÖK TERE 15,"94,258",12,"436,380"
191,18959411,1,20,A Gyermekek Egészséges Testi Fejlődéséért Alapítvány,8921 ZALASZENTIVÁN KINIZSI P. ÚT 2.,"94,370",13,"403,291"
192,18830008,1,16,A Gyermekek Mosolyáért Közalapítvány,5055 JÁSZLADÁNY PETŐFI UTCA 11.,"276,829",31,"496,109"
193,19020790,2,13,A GYERMEKEK TÁBOROZÁSÁÉRT ALAPITVÁNY,2335 TAKSONY SZIGET SÉTÁNY 7.,"89,482",10,"497,122"
194,18570979,1,43,"A Gyermekek Tanulását, Nyelvtanulását és Kulturális Életét Segítő Alapítvány",1112 BUDAPEST DAYKA GÁBOR ÚT 85.,"249,492",18,"770,037"
195,18744619,1,15,"A Gyermekekért, a Fiatalokért és a Családokért Közhasznú Egyesület",4400 NYÍREGYHÁZA MÁJUS 1. TÉR 10. FSZT.em. 4.a.,"350,717",24,"811,845"
196,19148920,1,11,"A gyermekekért, a 21. századért Alapítvány",2800 TATABÁNYA DÓZSA GY. UTCA 77.,"820,155",41,"1,111,321"
197,18040087,1,43,A GYERMEKEKÉRT A JÖVŐÉRT ALAPITVÁNY,1214 BUDAPEST ISKOLA TÉR 45.,"2,428,045",184,"733,105"
198,19111074,1,8,A gyermekekért és az Iskoláért Alapítvány,9461 LÖVŐ FŐ UTCA 183.,"436,806",38,"638,605"
199,18113011,1,43,A GYERMEKÉRT ÉS CSALÁDÉRT ALAPÍTVÁNY,1125 BUDAPEST DIÓS ÁROK 1.-3.,"1,018,368",29,"1,950,897"
200,19128898,1,9,A GYERMEKKLINIKA ALAPÍTVÁNYA GYERMEKEINKÉRT ALAPÍTVÁNY,4032 DEBRECEN NAGYERDEI KÖRÚT 98.DEBRECENI EGYETEM GYERMEKGY.KLINIKA.,"15,343,240","1,427","597,339"
201,18060944,1,41,A Gyermekkori Fejfájás-Migrén Kutatása Alapítvány,1026 BUDAPEST TÖVIS UTCA 31.,"592,256",44,"747,798"
202,19247160,1,18,A Gyermekközpontú Iskoláért Alapítvány,9700 SZOMBATHELY PARAGVÁRI UTCA 2.,"1,150,924",96,"666,044"
203,18112890,1,43,A GYÓGYPEDAGÓGIA FEJLESZTÉSÉÉRT ALAPÍTVÁNY,1097 BUDAPEST ECSERI ÚT 3.,"419,266",38,"612,962"
204,18579882,1,10,A GYÖNGYÖSI PLATÁN ÚTI ÓVODÁÉRT ALAPÍTVÁNY,3200 GYÖNGYÖS PLATÁN ÚT 1/2.,"519,885",52,"555,433"
205,18574911,1,10,A Gyöngyöstarjáni Iskolás Gyermekekért Alapítvány,3036 GYÖNGYÖSTARJÁN JÓKAI TÉR 5.,"477,368",44,"602,737"
206,18529966,1,8,A Győri Bercsényi Miklós Közlekedési Szakközépiskola és Gimnázium Alapítványa a Tanulóifjúságért,9025 GYŐR CINKA PANNA UTCA 2.,"854,324",71,"668,485"
207,18415038,1,5,"A Győri Kapui óvodásokért Alapítvány ""megszűnt""",3531 MISKOLC ABA UTCA 49.,"56,994",7,"452,333"
208,18538311,1,8,A Győri Lepke Óvoda Óvodásaiért Alapítvány,9028 GYŐR LEPKE UTCA 35-37.,"548,429",47,"648,261"
209,18521346,1,8,A Győri Mesevár Óvodáért Alapítvány,9024 GYŐR RÉPCE UTCA 34.,"637,704",61,"580,787"
210,18748345,1,8,A győri Szivárvány Óvodáért Alapitvány,9023 GYŐR KODÁLY ZOLTÁN UTCA 18.,"101,846",15,"377,207"
211,18531668,1,8,A GYŐRI SZÜLÉSZETÉRT Alapítvány,9024 GYŐR MAGYAR UTCA 8.,"5,241,474",459,"634,407"
212,18221297,1,8,A GYŐRZÁMOLYI TENISZÉRT ALAPÍTVÁNY,9026 GYŐR HÉDERVÁRI ÚT 39. II.em. 27.a.,"15,228",1,"846,000"
213,18387995,1,4,A Gyulai Kórház Szülészet-Nőgyógyászat Osztályáért Alapítvány,5700 GYULA SZEGEDI KIS ISTVÁN UTCA 11.,"587,999",55,"593,938"
214,18388295,1,4,A Gyulai Református Életért Alapítvány,5700 GYULA PETŐFI TÉR 4,"231,674",12,"1,072,565"
215,18374814,1,4,A Gyulai Református Iskoláért Alapítvány,5700 GYULA ÁRPÁD UTCA 4-6.,"650,882",65,"556,309"
216,18485464,1,7,"A ""GYURÓI ISKOLÁÉRT"" ALAPITVÁNY",2464 GYÚRÓ PETŐFI ÚT 2. F.ajtó,"435,752",43,"562,987"
217,18907397,1,43,A gyülekezet sáfára alapítvány,1191 BUDAPEST SZABÓ ERVIN UTCA 14.,"34,187",3,"633,093"
218,18540941,1,9,A Hajdúböszörményi Zeneiskoláért Alapítvány,4220 HAJDÚBÖSZÖRMÉNY II. RÁKÓCZI FERENC UTCA 31.,"151,340",13,"646,752"
219,19046354,1,3,A Hajóson Élő Német Nemzeti Kisebbségért és Hajós Városért Alapítvány,6344 HAJÓS Rákóczi ÚT 12.,"163,738",15,"606,437"
220,18346390,1,3,A Halasi Úti Általános Iskoláért Alapítvány,6000 KECSKEMÉT HALASI UTCA 32.,"263,337",18,"812,769"
221,18657755,1,10,A Hallás Társasága Alapítvány,3324 FELSŐTÁRKÁNY GÁRDONYI GÉZA ÚT 47.,"195,245",16,"677,934"
222,19166146,1,15,A Hangtalanokért Állatvédő Egyesület,4484 IBRÁNY ZRÍNYI UTCA 47.,"8,805,916",886,"552,164"
223,18538397,1,8,"A ""Harkai Iskoláért"" Alapítvány",9422 HARKA KERESZTÚRI UTCA 2.,"429,736",53,"450,457"
224,18538407,1,8,A Harkai Óvodáért Alapítvány,9422 HARKA SOPRONI UTCA 8-14.,"283,718",32,"492,566"
225,18829235,1,16,A harmadik évezred jászberényi gyermekeiért Alapítvány,5100 JÁSZBERÉNY LAJOSMIZSE ÚT 1.,"914,481",91,"558,291"
226,18863280,1,17,A HARMADIK ÉVEZRED TOLNA MEGYÉJE EGYESÜLET,7100 SZEKSZÁRD ZRÍNYI UTCA 21.,"35,325",6,"327,083"
227,18803468,1,15,A HARMADIK ÉVEZREDBEN RAMOCSAHÁZÁÉRT ALAPÍTVÁNY,4536 RAMOCSAHÁZA KOSSUTH LAJOS U. 55,"2,023,067",249,"451,376"
228,18480971,1,7,A HARMADIK ÉVEZREDÉRT ALAPITVÁNY,8060 MÓR KODÁLY Z. UTCA 2.,"383,402",29,"734,487"
229,18419843,1,5,A Harsányi Hunyadi Mátyás Általános Iskoláért Oktatási Alapítvány,3555 HARSÁNY MUNKÁCSI M. UTCA 2.,"207,027",24,"479,229"
230,18381968,1,4,A HATÉKONY ANGOL NYELVOKTATÁSÉRT ALAPÍTVÁNY,5900 OROSHÁZA TÁNCSICS U. 2,"78,268",5,"869,644"
231,18923205,1,19,A hátrányos helyzetű gyermekek oktatásáért Alapítvány,8230 BALATONFÜRED MORVAI JÓZSEF UTCA 16.,"213,731",21,"565,426"
232,18577206,1,10,"A HATVANI 5-ÖS ISKOLÁÉRT, USZODÁÉRT ALAPÍTVÁNY",3000 HATVAN KERTÉSZ U. 5,"720,823",71,"564,024"
233,18973406,1,8,A Hegykői Általános Iskola Tanulóiért Alapítvány,9437 HEGYKŐ ISKOLA UTCA 7-9.,"439,962",51,"479,261"
234,18439322,1,5,A HEJŐKERESZTÚRI ISKOLÁSOKÉRT ALAPITVÁNY,3597 HEJŐKERESZTÚR PETŐFI UTCA 111.,"279,265",13,"1,193,440"
235,18917231,1,19,A helyi közművelődésért és kultúráért Alapítvány,8109 TÉS SZABADSÁG TÉR 1.,"66,266",6,"613,574"
236,18603725,1,11,A Héregi Általános Iskolás és Óvodás Gyermekekért Alapítvány,2832 HÉREG ISKOLA UTCA 1.,"274,453",29,"525,772"
237,18438819,1,5,A Hernádnémeti Református Szeretetotthonért Alapítvány,3564 HERNÁDNÉMETI SZÉCHENYI UTCA 4.,"165,236",22,"417,263"
238,18139211,1,20,A Hétszínvirág Óvoda GyermekeiértAlapítvány,8800 NAGYKANIZSA BABÓCHAY UTCA 28.,"147,975",19,"432,675"
239,18571626,1,10,A Heves Megyei Judo Sportért Alapítvány,3300 EGER KOVÁCS JAKAB ÚT 110.,"537,441",39,"765,585"
240,18955022,1,20,A Hevesi Óvoda Gyermekeiért Alapítvány,8800 NAGYKANIZSA Rózsa ÚT 17/B.,"225,715",28,"447,847"
241,19270603,1,20,A Hévízi-Tó és Felszín Alatti Vízgyűjtő Területének Környezetvédelme Alapítvány,8380 HÉVÍZ DR. SCHULHOF SÉTÁNY 1.,"183,359",17,"599,212"
242,18455230,1,6,A HÓDMEZÖVÁSÁRHELYI KERESK. ÉS VENDÉGLÁTÓIP. SZAKKÖZÉPISK. GASTRO KER ALAPITVÁNY,6800 HÓDMEZŐVÁSÁRHELY PÁLFFY UTCA 2.,"198,704",17,"649,359"
243,18459715,1,6,A HÓDMEZŐVÁSÁRHELYI SZABADSÁG TÉRI ÓVODA GYERMEKEIÉRT ALAPÍTVÁNY,6800 HÓDMEZŐVÁSÁRHELY SZABADSÁG TÉR 93,"269,164",30,"498,452"
244,18460124,1,6,A Hódmezővásárhelyi Vasas Kisinas Alapítvány,6800 HÓDMEZŐVÁSÁRHELY BAJCSY ZS. UTCA 7-9.,"47,506",8,"329,903"
245,18458006,1,6,A Hódtói Általános Iskola és Gimnázium Alapítvány,6800 HÓDMEZŐVÁSÁRHELY NÉMETH LÁSZLÓ UTCA 16.,"1,449,651",116,"694,277"
246,18214095,1,14,A Holnap Fiataljaiért Egyesület,8700 MARCALI RÁKÓCZI UTCA 19.,"17,029",3,"315,352"
247,18825729,1,16,A Homoki Általános Iskola Diákjaiért Alapítvány,5461 TISZAFÖLDVÁR DÖBREI J. ÚT 133.,"119,556",18,"369,000"
248,18829194,1,16,A HOMOKI DIÁKOTTHON FIATAL DOLGOZÓINAK EGYESÜLETE,5461 TISZAFÖLDVÁR BENICZKY GÉZA ÚT 5.,"109,400",11,"552,525"
249,18991907,1,9,A Homokkerti Szabó Kálmán Utcai Óvodáért Alapítvány,4030 DEBRECEN SZABÓ KÁLMÁN UTCA 39.,"395,608",43,"511,121"
250,18568837,1,9,A Honvéd Utcai Bölcsőde Gyermekeiért Alapítvány,4026 DEBRECEN HONVÉD UTCA 20-22.,"340,228",41,"461,014"
251,18271089,1,8,A hűség városa Rekreációs Ifjúsági és Sportegyesület,9400 SOPRON FARAKTÁR UTCA 9.,"67,864",3,"1,256,741"
252,18608036,1,11,"A II. RÁKÓCZI FERENC ÁLTALÁNOS ISKOLA ÉRTETEK, ÉRTITEK ALAPÍTVÁNY",2543 SÜTTŐ TEMPLOM TÉR 2,"443,833",39,"632,241"
253,19247342,1,18,A JÁKI GYERMEKEKÉRT ALAPITVÁNY,9798 JÁK SZABADNÉP UTCA 29.,"787,202",87,"502,683"
254,19245931,1,18,A Jáki Templomért Vas megyei Alapítvány,9798 JÁK SZABADNÉP UTCA 27.,"113,555",14,"450,615"
255,18805903,1,15,A JÁNKMAJTISI ÓVODÁÉRT Alapítvány,4741 JÁNKMAJTIS KOSSUTH U. 19,"69,069",6,"639,528"
256,18385694,1,4,A JANTYIK UTCAI ÓVODA GYERMEKEIÉRT ALAPITVÁNY,5630 BÉKÉS JANTYIK U. 33,"233,295",36,"360,023"
257,18419726,1,5,A JÁRDÁNHÁZAI ÓVODÁÉRT ALAPITVÁNY,3664 JÁRDÁNHÁZA IV.BÉLA UTCA 27.,"226,477",19,"662,213"
258,18611227,1,11,A Jászai Mari Általános Iskoláért,2881 ÁSZÁR KOSSUTH L. UTCA 26.,"811,419",80,"563,485"
259,18830390,1,16,A Jászapáti Templomért Alapítvány,5130 JÁSZAPÁTI ORGONA UTCA 2.,"680,834",59,"641,087"
260,19152363,1,16,A Jászdózsai Kultúráért és Ifjúságért Egyesület,5122 JÁSZDÓZSA DEÁK FERENC UTCA 64.,"90,196",11,"455,535"
261,18378069,1,4,"A játékos, tevékeny, gazdag óvodai életért Alapítvány",5630 BÉKÉS BAKY UTCA 4.,"131,727",14,"522,726"
262,18895272,1,18,A jelen és a jövő mosolygós gyermekeiért Egyesület,9700 SZOMBATHELY LOSONC UTCA 3.,"375,386",39,"534,738"
263,18195008,1,42,A JÓ ÉLETMINŐSÉGÉRT ALAPÍTVÁNY,1077 BUDAPEST WESSELÉNYI UTCA 66.,"1,249,902",75,"925,853"
264,18263051,1,14,"A Jobb Életért, A Jobb Emberért Alapítvány",8600 SIÓFOK JUHÁSZ GYULA UTCA 4.,"27,545",6,"255,046"
265,18249781,2,43,A JÓKAY CSALÁD ALAPITVÁNYA,1221 BUDAPEST GERINC UTCA 83.,"344,510",21,"911,402"
266,18237285,1,43,A JÓSÁG TAVA KARMA SÖNAN TSOMO Természetes Gyógyítási Rendszer Reiki Alapítvány,1202 BUDAPEST ZALÁN UTCA 63.,"238,513",21,"630,987"
267,18082827,1,41,A JOT MEG KELL TENNI /BONUM EST FACIENDUM/ ALAPITVÁNY,1021 BUDAPEST ÖTVÖS UTCA 7.,"445,015",46,"537,458"
268,19188359,1,10,A JÖVŐ A GYERMEKEKÉ Alapítvány,3300 EGER SZÉNA TÉR 5. TETŐTÉR.em. 5.ajtó,"1,010,592",85,"660,518"
269,18448241,1,5,A JÖVŐ BORSODNÁDASDJÁÉRT EGYESÜLET,3672 BORSODNÁDASD PETŐFI TÉR 1,"406,388",47,"480,364"
270,18730001,1,42,A Jövő Cirkusza Alapítvány,1071 BUDAPEST VÁROSLIGETI FASOR 3.,"1,063,778",87,"679,296"
271,18474213,1,6,A JÖVŐ EGÉSZSÉGES GYERMEKEIÉRT ALAPÍTVÁNY,6753 SZEGED SZÍVVIRÁG UTCA 19.,"317,365",38,"463,984"
272,18505452,1,41,A Jövő Értelmiségéért Alapítvány,1025 BUDAPEST PUSZTASZERI ÚT 12/A. 1.em. 3.a.,"62,094",5,"689,933"
273,18476686,1,41,A JÖVŐ FELSŐOKTATÁSÁÉRT ALAPÍTVÁNY,1053 BUDAPEST FERENCIEK TERE 2. FÖLDSZINT.em.,"49,285",4,"684,514"
274,19250708,1,8,A Jövő Forrása Alapítvány,9027 GYŐR MADÁCH UTCA 10.,"258,946",30,"479,530"
275,18740907,1,4,A Jövő Generációjáért Egyesület,5720 SARKAD SÁNC UTCA 25.,"153,994",23,"371,966"
276,19346166,1,42,A Jövő Generációjának Támogatásáért Alapítvány,1142 BUDAPEST SZŐNYI ÚT 2.,"15,380",1,"854,444"
277,19314181,1,15,A Jövő Generációjának Tenni Vágyó Egyesülete,4244 ÚJFEHÉRTÓ DEBRECENI ÚT 88.,"13,546",2,"376,278"
278,18203291,1,41,A Jövő Gyermekei Alapítvány,1055 BUDAPEST BALATON UTCA 10.,"278,279",21,"736,188"
279,18689864,1,13," A JÖVŐ GYERMEKEIÉRT Közhasznú Alapítvány, a Gyermekotthon, Óvoda, Általános Iskola és Készségfejlesztő Iskola Pest Vármegyei Alapítványa",2723 NYÁREGYHÁZA DIÓFASOR ÚT 108.,"2,127,635",195,"606,164"
280,18854103,1,17,A JÖVŐ IFJÚSÁGÁÉRT ALAPÍTVÁNY,7130 TOLNA BARTÓK B. UTCA 23.,"231,907",20,"644,186"
281,18913914,1,19,"A ""Jövő Ifjúságáért"" Alapítvány",8564 UGOD PETŐFI S. UTCA 54.,"136,256",12,"630,815"
282,18543346,1,9,A Jövő Iskolájáért az Iskola Jövőjéért Alapítvány,4075 GÖRBEHÁZA SZÉCHENYI UTCA 9.,"930,044",99,"521,910"
283,18536340,1,8,A jövő iskolájáért Alapítvány,9145 BÁGYOGSZOVÁT ÁRPÁD U. 51,"549,609",34,"898,054"
284,18659094,1,10,A jövő itt kezdődik Alapítvány,3212 GYÖNGYÖSHALÁSZ FŐ ÚT 15.,"204,011",21,"539,712"
285,18302390,1,2,A Jövő Közigazgatásáért Alapítvány,7625 PÉCS SZŐLŐ UTCA 50.,"239,156",6,"2,214,407"
286,18869358,1,7,A Jövő Kulcsa Egyesület,2458 KULCS KOSSUTH LAJOS UTCA 85.,"151,639",17,"495,552"
287,18881516,1,18,A JÖVÖ MÉRLEGE ALAPITVÁNY,9700 SZOMBATHELY ZRÍNYI UTCA 12.,"529,966",42,"701,013"
288,19086893,1,6,"A Jövő Mindenkié Alapítvány ""megszűnt""",6720 SZEGED ARANY JÁNOS UTCA 7. 6.em. 20.ajtó,"12,632",1,"701,778"
289,18990731,1,9,A JÖVÖ MÜVÉSZETÉÉRT ALAPÍTVÁNY,4032 DEBRECEN NAGYERDEI KÖRÚT 82.,"55,307",4,"768,153"
290,19232094,1,17,A Jövő Nemzedékéért Alapítvány,7100 SZEKSZÁRD SZENT ISTVÁN TÉR 7-9.,"230,794",18,"712,327"
291,18386743,1,4,A JÖVŐ NEMZEDÉKÉÉRT BÉKÉSSÁMSONON KÖZHASZNU ALAPITVÁNY,5946 BÉKÉSSÁMSON SZABADSÁG UTCA 42.,"233,985",39,"333,312"
292,18890992,1,18,A JÖVŐ NEMZEDÉKÉÉRT EGYESÜLET,9700 SZOMBATHELY KŐRÖSI CS.S. UTCA 7.,"311,371",30,"576,613"
293,19179928,1,13,A JÖVÖ NEMZEDÉKÉÉRT ÖNKORMÁNYZATI ALAPITVÁNY,2730 ALBERTIRSA IRSAY KÁROLY UTCA 2.,"63,765",6,"590,417"
294,18181885,1,42,A JÖVŐ ÓCEÁNJAIÉRT ALAPÍTVÁNY,1108 BUDAPEST LENFONÓ UTCA 14. I.EM.em. 7.ajtó,"138,848",7,"1,101,968"
295,18348550,1,3,A JÖVÖ POLGÁRAIÉRT ALAPITVÁNY,"6112 PÁLMONOSTORA ÁLTALÁNOS ISKOLA, TÁNCSICS M. UTCA 28.","327,319",40,"454,610"
296,18242423,2,43,",,A JÖVŐ Sport Club FCSM'' Egyesület",1121 BUDAPEST HANGYA LÉPCSŐ 6.,"274,203",15,"1,015,567"
297,18832471,1,16,"A Jövő Szakemberéért Oktatási, Kulturális és Sport Alapítvány",5130 JÁSZAPÁTI VASÚT ÚT 4.,"203,412",12,"941,722"
298,18806595,1,15,A jövő táncművészeiért Közhasznú Egyesület,4400 NYÍREGYHÁZA SZABOLCS U. 8,"170,169",15,"630,256"
299,19289481,1,13,A JÖVŐ TENISZE ALAPÍTVÁNY,2151 FÓT JUHAR UTCA 16.,"82,838",4,"1,150,528"
300,18870554,1,15,A Jövő Tudósaiért Egyesület,4431 NYÍREGYHÁZA FÜRDŐ UTCA 64/A.,"50,876",5,"565,289"
301,18855726,1,17,A jövő vendéglátóipari szakembereiért Alapítvány,7100 SZEKSZÁRD HUNYADI UTCA 7.,"163,653",11,"826,530"
302,18881602,1,18,A JÖVÖÉRT ALAPITVÁNY,9700 SZOMBATHELY ARÉNA UTCA 10.,"22,815",2,"633,750"
303,18675452,1,13,A JÖVŐÉRT ALAPÍTVÁNY,2081 PILISCSABA JÓZSEF ATTILA UTCA 2.,"260,641",32,"452,502"
304,19022699,1,42,A Jövőért Alapítvány,1144 BUDAPEST ÚJVÁROS PARK 2.,"1,006,722",77,"726,351"
305,19135643,1,10,A Jövőnkért Alapítvány,3200 GYÖNGYÖS PETŐFI U. 2,"988,798",79,"695,357"
306,19083560,1,6,˝A JÖVŐNKÉRT˝ ALAPÍTVÁNY,6723 SZEGED JÓZSEF ATTILA SUGÁRÚT 116.,"1,067,749",123,"482,271"
307,18823129,1,16,A Kaán Károly Országos Természet- és Környezetismereti Versenyért Alapítvány,5400 MEZŐTÚR SUGÁR ÚT 10.,"119,542",12,"553,435"
308,18366594,1,3,"A KALOCSAI KÓRHÁZÉRT, BETEGEINKÉRT ALAPÍTVÁNY",6300 KALOCSA KOSSUTH LAJOS U. 34-36,"1,143,061",96,"661,494"
309,18487284,1,7,A KÁLOZI SZENT ISTVÁN ÁLTALÁNOS ISKOLÁÉRT,8124 KÁLOZ SZENT ISTVÁN TÉR 9.,"799,479",100,"444,155"
310,18445839,1,5, A Kandó Szakközépiskoláért  Alapítvány,3525 MISKOLC PALÓCZY UTCA 3.,"1,321,495",123,"596,881"
311,19241267,2,18,A KÁPOLNÁÉRT KULTURÁLIS ÉS SPORTEGYESÜLET,9671 SITKE JÓZSEF ATTILA UTCA 1.,"390,533",32,"678,009"
312,18794559,1,15,A KARDIOLÓGIA TÁMOGATÁSA ALAPÍTVÁNY,4400 NYÍREGYHÁZA SZENT ISTVÁN ÚT 68.,"506,116",39,"720,963"
313,18898309,1,18,A Károly Róbert Középkori Történelmi és Kulturális Hagyományőrző Egyesület,9751 VÉP KASSAI UTCA 59.,"56,911",6,"526,954"
314,18267347,1,19,A KÁRPÁT-MEDENCE JÖVŐJÉÉRT ALAPITVÁNY,8174 BALATONKENESE KIKÖTŐ UTCA 30.,"98,547",7,"782,119"
315,18355185,1,3,A Kastély Kincse Alapítvány,6000 KECSKEMÉT TELEKI L. UTCA 1.,"483,759",47,"571,819"
316,18607475,1,11,A Kecskédi Általános Iskolásokért Alapítvány,2852 KECSKÉD VASÚT UTCA 100.,"767,375",56,"761,285"
317,18350771,1,3,A KECSKEMÉTI KODÁLY ISKOLÁÉRT ALAPITVÁNY,6000 KECSKEMÉT DÓZSA GYÖRGY ÚT 22.,"2,098,638",191,"610,424"
318,18808511,1,15,A KÉKI GYERMEKEKÉRT ALAPÍTVÁNY,4515 KÉK RÁKÓCZI ÚT 2,"156,390",23,"377,754"
